,crime_place,crime_cnt
28720,부산_중구,31
28721,부산_해운대,136
28722,부천,208
28723,서산,35
28724,서울_강남,734
28725,서울_강동,98
28726,서울_강북,38
28727,서울_강서,156
28728,서울_관악,97
28729,서울_광진,71
28730,서울_구로,231
28731,서울_금천,260
28732,서울_노원,62
28733,서울_도봉,42
28734,서울_동대문,75
28735,서울_동작,38
28736,서울_마포,232
28737,서울_서대문,55
28738,서울_서초,308
28739,서울_성동,121
28740,서울_성북,72
28741,서울_송파,216
28742,서울_양천,102
28743,서울_영등포,237
28744,서울_용산,82
28745,서울_은평,57
28746,서울_종로,134
28747,서울_중구,192
28748,서울_중랑,67
28749,성남,328
28750,수원,106
28751,순천,52
28752,시흥,12
28753,아산,112
28754,안동,16
28755,안산,497
28756,안양,189
28757,양산,109
28758,여수,68
28759,용인,97
28760,울산_남구,114
28761,울산_동구,55
28762,울산_북구,54
28763,울산_울주군,114
28764,울산_중구,46
28765,원주,106
28766,의정부,90
28767,이천,62
28768,익산,25
28769,인천_강화군,3
28770,인천_계양,55
28771,인천_남동,145
28772,인천_동구,11
28773,인천_미추홀,78
28774,인천_부평,105
28775,인천_서구,167
28776,인천_연수,62
28777,인천_옹진군,4
28778,인천_중구,56
28779,전주,83
28780,정읍,17
28781,제주,87
28782,제천,16
28783,진주,71
28784,창원,402
28785,천안,179
28786,청주,114
28787,춘천,50
28788,충주,53
28789,파주,164
28790,평택,109
28791,포항,97
28792,강릉,0
28793,거제,12
28794,경산,1
28795,경주,0
28796,고양,0
28797,광명,0
28798,광주_광산,0
28799,광주_남구,0
28800,광주_동구,0
28801,광주_북구,0
28802,광주_서구,0
28803,구리,0
28804,구미,0
28805,군산,3
28806,군포,0
28807,기타 도시,127
28808,김천,0
28809,김해,0
28810,남양주,1
28811,논산,0
28812,대구_남구,0
28813,대구_달서,0
28814,대구_달성군,0
28815,대구_동구,0
28816,대구_북구,0
28817,대구_서구,0
28818,대구_수성,0
28819,대구_중구,0
28820,대전_대덕,0
28821,대전_동구,0
28822,대전_서구,0
28823,대전_유성,0
28824,대전_중구,0
28825,도시이외,42
28826,목포,0
28827,범죄분류,낚시관리및육성법
28828,부산_강서,3
28829,부산_금정,0
28830,부산_기장군,1
28831,부산_남구,0
28832,부산_동구,0
28833,부산_동래,0
28834,부산_부산진,0
28835,부산_북구,0
28836,부산_사상,0
28837,부산_사하,0
28838,부산_서구,0
28839,부산_수영,0
28840,부산_연제,0
28841,부산_영도,0
28842,부산_중구,0
28843,부산_해운대,0
28844,부천,0
28845,서산,0
28846,서울_강남,0
28847,서울_강동,0
28848,서울_강북,0
28849,서울_강서,0
28850,서울_관악,0
28851,서울_광진,0
28852,서울_구로,0
28853,서울_금천,0
28854,서울_노원,0
28855,서울_도봉,0
28856,서울_동대문,0
28857,서울_동작,0
28858,서울_마포,0
28859,서울_서대문,0
28860,서울_서초,0
28861,서울_성동,0
28862,서울_성북,0
28863,서울_송파,0
28864,서울_양천,0
28865,서울_영등포,0
28866,서울_용산,0
28867,서울_은평,0
28868,서울_종로,0
28869,서울_중구,0
28870,서울_중랑,0
28871,성남,0
28872,수원,0
28873,순천,0
28874,시흥,6
28875,아산,0
28876,안동,0
28877,안산,7
28878,안양,0
28879,양산,0
28880,여수,4
28881,용인,0
28882,울산_남구,0
28883,울산_동구,0
28884,울산_북구,0
28885,울산_울주군,0
28886,울산_중구,0
28887,원주,0
28888,의정부,1
28889,이천,0
28890,익산,0
28891,인천_강화군,21
28892,인천_계양,0
28893,인천_남동,51
28894,인천_동구,0
28895,인천_미추홀,0
28896,인천_부평,0
28897,인천_서구,0
28898,인천_연수,0
28899,인천_옹진군,80
28900,인천_중구,89
28901,전주,0
28902,정읍,0
28903,제주,12
28904,제천,0
28905,진주,0
28906,창원,1
28907,천안,2
28908,청주,0
28909,춘천,0
28910,충주,0
28911,파주,1
28912,평택,0
28913,포항,96
28914,강릉,0
28915,거제,5
28916,경산,2
28917,경주,12
28918,고양,2
28919,광명,2
28920,광주_광산,4
28921,광주_남구,0
28922,광주_동구,2
28923,광주_북구,0
28924,광주_서구,4
28925,구리,0
28926,구미,5
28927,군산,3
28928,군포,2
28929,기타 도시,94
28930,김천,3
28931,김해,5
28932,남양주,0
28933,논산,0
28934,대구_남구,1
28935,대구_달서,6
28936,대구_달성군,1
28937,대구_동구,5
28938,대구_북구,2
28939,대구_서구,4
28940,대구_수성,0
28941,대구_중구,4
28942,대전_대덕,1
28943,대전_동구,2
28944,대전_서구,0
28945,대전_유성,5
28946,대전_중구,1
28947,도시이외,33
28948,목포,2
28949,범죄분류,노동조합 및 노동관계조정법
28950,부산_강서,3
28951,부산_금정,5
28952,부산_기장군,10
28953,부산_남구,4
28954,부산_동구,1
28955,부산_동래,2
28956,부산_부산진,0
28957,부산_북구,1
28958,부산_사상,3
28959,부산_사하,1
28960,부산_서구,1
28961,부산_수영,7
28962,부산_연제,2
28963,부산_영도,1
28964,부산_중구,0
28965,부산_해운대,10
28966,부천,1
28967,서산,4
28968,서울_강남,17
28969,서울_강동,4
28970,서울_강북,4
28971,서울_강서,10
28972,서울_관악,4
28973,서울_광진,1
28974,서울_구로,9
28975,서울_금천,9
28976,서울_노원,2
28977,서울_도봉,2
28978,서울_동대문,4
28979,서울_동작,2
28980,서울_마포,19
28981,서울_서대문,1
28982,서울_서초,11
28983,서울_성동,3
28984,서울_성북,2
28985,서울_송파,16
28986,서울_양천,4
28987,서울_영등포,22
28988,서울_용산,9
28989,서울_은평,3
28990,서울_종로,14
28991,서울_중구,13
28992,서울_중랑,0
28993,성남,14
28994,수원,1
28995,순천,5
28996,시흥,0
28997,아산,11
28998,안동,0
28999,안산,14
29000,안양,7
29001,양산,6
29002,여수,5
29003,용인,1
29004,울산_남구,8
29005,울산_동구,6
29006,울산_북구,5
29007,울산_울주군,12
29008,울산_중구,2
29009,원주,10
29010,의정부,4
29011,이천,0
29012,익산,5
29013,인천_강화군,0
29014,인천_계양,2
29015,인천_남동,2
29016,인천_동구,3
29017,인천_미추홀,1
29018,인천_부평,10
29019,인천_서구,17
29020,인천_연수,4
29021,인천_옹진군,0
29022,인천_중구,7
29023,전주,14
29024,정읍,1
29025,제주,11
29026,제천,0
29027,진주,0
29028,창원,28
29029,천안,9
29030,청주,7
29031,춘천,8
29032,충주,1
29033,파주,2
29034,평택,5
29035,포항,8
29036,강릉,0
29037,거제,0
29038,경산,0
29039,경주,0
29040,고양,0
29041,광명,0
29042,광주_광산,0
29043,광주_남구,0
29044,광주_동구,0
29045,광주_북구,0
29046,광주_서구,0
29047,구리,7
29048,구미,0
29049,군산,1
29050,군포,0
29051,기타 도시,1
29052,김천,0
29053,김해,0
29054,남양주,0
29055,논산,0
29056,대구_남구,0
29057,대구_달서,0
29058,대구_달성군,0
29059,대구_동구,0
29060,대구_북구,0
29061,대구_서구,0
29062,대구_수성,0
29063,대구_중구,0
29064,대전_대덕,0
29065,대전_동구,0
29066,대전_서구,0
29067,대전_유성,0
29068,대전_중구,0
29069,도시이외,1
29070,목포,1
29071,범죄분류,농수산물유통 및 가격안정에 관한법률
29072,부산_강서,0
29073,부산_금정,0
29074,부산_기장군,0
29075,부산_남구,0
29076,부산_동구,0
29077,부산_동래,0
29078,부산_부산진,0
29079,부산_북구,0
29080,부산_사상,2
29081,부산_사하,0
29082,부산_서구,0
29083,부산_수영,0
29084,부산_연제,0
29085,부산_영도,0
29086,부산_중구,0
29087,부산_해운대,4
29088,부천,0
29089,서산,0
29090,서울_강남,0
29091,서울_강동,0
29092,서울_강북,0
29093,서울_강서,2
29094,서울_관악,0
29095,서울_광진,0
29096,서울_구로,0
29097,서울_금천,0
29098,서울_노원,0
29099,서울_도봉,0
29100,서울_동대문,0
29101,서울_동작,0
29102,서울_마포,0
29103,서울_서대문,0
29104,서울_서초,0
29105,서울_성동,0
29106,서울_성북,0
29107,서울_송파,5
29108,서울_양천,0
29109,서울_영등포,0
29110,서울_용산,0
29111,서울_은평,0
29112,서울_종로,0
29113,서울_중구,0
29114,서울_중랑,0
29115,성남,0
29116,수원,1
29117,순천,0
29118,시흥,0
29119,아산,0
29120,안동,0
29121,안산,2
29122,안양,5
29123,양산,0
29124,여수,0
29125,용인,0
29126,울산_남구,0
29127,울산_동구,0
29128,울산_북구,0
29129,울산_울주군,0
29130,울산_중구,0
29131,원주,0
29132,의정부,0
29133,이천,0
29134,익산,0
29135,인천_강화군,0
29136,인천_계양,0
29137,인천_남동,3
29138,인천_동구,0
29139,인천_미추홀,0
29140,인천_부평,0
29141,인천_서구,0
29142,인천_연수,0
29143,인천_옹진군,0
29144,인천_중구,0
29145,전주,0
29146,정읍,0
29147,제주,0
29148,제천,0
29149,진주,0
29150,창원,0
29151,천안,0
29152,청주,0
29153,춘천,0
29154,충주,0
29155,파주,0
29156,평택,0
29157,포항,0
29158,강릉,24
29159,거제,12
29160,경산,15
29161,경주,28
29162,고양,26
29163,광명,0
29164,광주_광산,14
29165,광주_남구,2
29166,광주_동구,2
29167,광주_북구,5
29168,광주_서구,6
29169,구리,7
29170,구미,27
29171,군산,29
29172,군포,11
29173,기타 도시,507
29174,김천,19
29175,김해,19
29176,남양주,24
29177,논산,4
29178,대구_남구,5
29179,대구_달서,22
29180,대구_달성군,10
29181,대구_동구,10
29182,대구_북구,16
29183,대구_서구,7
29184,대구_수성,18
29185,대구_중구,1
29186,대전_대덕,12
29187,대전_동구,21
29188,대전_서구,43
29189,대전_유성,31
29190,대전_중구,25
29191,도시이외,415
29192,목포,43
29193,범죄분류,농수산물의원산지표시에관한법률
29194,부산_강서,5
29195,부산_금정,9
29196,부산_기장군,11
29197,부산_남구,5
29198,부산_동구,3
29199,부산_동래,15
29200,부산_부산진,7
29201,부산_북구,12
29202,부산_사상,15
29203,부산_사하,11
29204,부산_서구,6
29205,부산_수영,7
29206,부산_연제,12
29207,부산_영도,4
29208,부산_중구,8
29209,부산_해운대,10
29210,부천,18
29211,서산,13
29212,서울_강남,27
29213,서울_강동,14
29214,서울_강북,9
29215,서울_강서,16
29216,서울_관악,16
29217,서울_광진,15
29218,서울_구로,6
29219,서울_금천,18
29220,서울_노원,9
29221,서울_도봉,7
29222,서울_동대문,38
29223,서울_동작,7
29224,서울_마포,7
29225,서울_서대문,11
29226,서울_서초,18
29227,서울_성동,10
29228,서울_성북,26
29229,서울_송파,17
29230,서울_양천,11
29231,서울_영등포,20
29232,서울_용산,9
29233,서울_은평,10
29234,서울_종로,10
29235,서울_중구,9
29236,서울_중랑,13
29237,성남,47
29238,수원,23
29239,순천,26
29240,시흥,10
29241,아산,24
29242,안동,18
29243,안산,39
29244,안양,22
29245,양산,15
29246,여수,39
29247,용인,12
29248,울산_남구,19
29249,울산_동구,4
29250,울산_북구,5
29251,울산_울주군,9
29252,울산_중구,10
29253,원주,25
29254,의정부,21
29255,이천,5
29256,익산,25
29257,인천_강화군,6
29258,인천_계양,12
29259,인천_남동,41
29260,인천_동구,3
29261,인천_미추홀,18
29262,인천_부평,19
29263,인천_서구,18
29264,인천_연수,14
29265,인천_옹진군,4
29266,인천_중구,13
29267,전주,58
29268,정읍,8
29269,제주,36
29270,제천,10
29271,진주,21
29272,창원,59
29273,천안,46
29274,청주,76
29275,춘천,27
29276,충주,31
29277,파주,22
29278,평택,1013
29279,포항,38
29280,강릉,1
29281,거제,1
29282,경산,0
29283,경주,7
29284,고양,48
29285,광명,0
29286,광주_광산,1
29287,광주_남구,0
29288,광주_동구,1
29289,광주_북구,2
29290,광주_서구,0
29291,구리,1
29292,구미,6
29293,군산,1
29294,군포,0
29295,기타 도시,209
29296,김천,3
29297,김해,4
29298,남양주,21
29299,논산,4
29300,대구_남구,0
29301,대구_달서,0
29302,대구_달성군,0
29303,대구_동구,1
29304,대구_북구,1
29305,대구_서구,1
29306,대구_수성,0
29307,대구_중구,0
29308,대전_대덕,0
29309,대전_동구,2
29310,대전_서구,0
29311,대전_유성,0
29312,대전_중구,0
29313,도시이외,171
29314,목포,1
29315,범죄분류,농지법
29316,부산_강서,2
29317,부산_금정,2
29318,부산_기장군,11
29319,부산_남구,0
29320,부산_동구,0
29321,부산_동래,2
29322,부산_부산진,1
29323,부산_북구,0
29324,부산_사상,0
29325,부산_사하,2
29326,부산_서구,0
29327,부산_수영,0
29328,부산_연제,0
29329,부산_영도,0
29330,부산_중구,0
29331,부산_해운대,1
29332,부천,0
29333,서산,3
29334,서울_강남,0
29335,서울_강동,0
29336,서울_강북,0
29337,서울_강서,1
29338,서울_관악,0
29339,서울_광진,0
29340,서울_구로,0
29341,서울_금천,0
29342,서울_노원,0
29343,서울_도봉,0
29344,서울_동대문,0
29345,서울_동작,0
29346,서울_마포,0
29347,서울_서대문,0
29348,서울_서초,0
29349,서울_성동,0
29350,서울_성북,0
29351,서울_송파,0
29352,서울_양천,0
29353,서울_영등포,0
29354,서울_용산,0
29355,서울_은평,0
29356,서울_종로,0
29357,서울_중구,0
29358,서울_중랑,0
29359,성남,0
29360,수원,1
29361,순천,2
29362,시흥,27
29363,아산,14
29364,안동,5
29365,안산,13
29366,안양,0
29367,양산,3
29368,여수,4
29369,용인,18
29370,울산_남구,0
29371,울산_동구,0
29372,울산_북구,1
29373,울산_울주군,9
29374,울산_중구,0
29375,원주,1
29376,의정부,0
29377,이천,7
29378,익산,2
29379,인천_강화군,1
29380,인천_계양,4
29381,인천_남동,3
29382,인천_동구,0
29383,인천_미추홀,1
29384,인천_부평,0
29385,인천_서구,11
29386,인천_연수,0
29387,인천_옹진군,4
29388,인천_중구,0
29389,전주,1
29390,정읍,6
29391,제주,1
29392,제천,2
29393,진주,0
29394,창원,6
29395,천안,5
29396,청주,9
29397,춘천,0
29398,충주,3
29399,파주,33
29400,평택,32
29401,포항,2
29402,강릉,1
29403,거제,1
29404,경산,7
29405,경주,26
29406,고양,29
29407,광명,3
29408,광주_광산,4
29409,광주_남구,0
29410,광주_동구,1
29411,광주_북구,3
29412,광주_서구,2
29413,구리,3
29414,구미,9
29415,군산,21
29416,군포,13
29417,기타 도시,818
29418,김천,3
29419,김해,40
29420,남양주,55
29421,논산,4
29422,대구_남구,1
29423,대구_달서,6
29424,대구_달성군,15
29425,대구_동구,1
29426,대구_북구,1
29427,대구_서구,2
29428,대구_수성,6
29429,대구_중구,1
29430,대전_대덕,11
29431,대전_동구,8
29432,대전_서구,3
29433,대전_유성,6
29434,대전_중구,5
29435,도시이외,359
29436,목포,4
29437,범죄분류,대기환경보전법
29438,부산_강서,22
29439,부산_금정,4
29440,부산_기장군,31
29441,부산_남구,1
29442,부산_동구,0
29443,부산_동래,2
29444,부산_부산진,1
29445,부산_북구,3
29446,부산_사상,9
29447,부산_사하,13
29448,부산_서구,1
29449,부산_수영,0
29450,부산_연제,0
29451,부산_영도,2
29452,부산_중구,0
29453,부산_해운대,2
29454,부천,19
29455,서산,11
29456,서울_강남,13
29457,서울_강동,3
29458,서울_강북,1
29459,서울_강서,15
29460,서울_관악,2
29461,서울_광진,0
29462,서울_구로,1
29463,서울_금천,7
29464,서울_노원,0
29465,서울_도봉,3
29466,서울_동대문,16
29467,서울_동작,2
29468,서울_마포,3
29469,서울_서대문,2
29470,서울_서초,10
29471,서울_성동,15
29472,서울_성북,0
29473,서울_송파,6
29474,서울_양천,2
29475,서울_영등포,17
29476,서울_용산,3
29477,서울_은평,0
29478,서울_종로,2
29479,서울_중구,3
29480,서울_중랑,8
29481,성남,9
29482,수원,23
29483,순천,9
29484,시흥,16
29485,아산,24
29486,안동,8
29487,안산,63
29488,안양,5
29489,양산,15
29490,여수,13
29491,용인,46
29492,울산_남구,18
29493,울산_동구,0
29494,울산_북구,11
29495,울산_울주군,27
29496,울산_중구,1
29497,원주,1
29498,의정부,8
29499,이천,30
29500,익산,31
29501,인천_강화군,0
29502,인천_계양,7
29503,인천_남동,14
29504,인천_동구,7
29505,인천_미추홀,15
29506,인천_부평,17
29507,인천_서구,43
29508,인천_연수,6
29509,인천_옹진군,1
29510,인천_중구,12
29511,전주,12
29512,정읍,5
29513,제주,11
29514,제천,6
29515,진주,5
29516,창원,48
29517,천안,45
29518,청주,19
29519,춘천,0
29520,충주,26
29521,파주,59
29522,평택,94
29523,포항,14
29524,강릉,1
29525,거제,3
29526,경산,27
29527,경주,12
29528,고양,18
29529,광명,13
29530,광주_광산,4
29531,광주_남구,3
29532,광주_동구,6
29533,광주_북구,18
29534,광주_서구,16
29535,구리,2
29536,구미,9
29537,군산,7
29538,군포,1
29539,기타 도시,116
29540,김천,1
29541,김해,14
29542,남양주,4
29543,논산,1
29544,대구_남구,17
29545,대구_달서,11
29546,대구_달성군,4
29547,대구_동구,5
29548,대구_북구,15
29549,대구_서구,5
29550,대구_수성,16
29551,대구_중구,2
29552,대전_대덕,6
29553,대전_동구,3
29554,대전_서구,6
29555,대전_유성,9
29556,대전_중구,5
29557,도시이외,67
29558,목포,4
29559,범죄분류,대부업등의등록및금융이용자보호에관한법률
29560,부산_강서,0
29561,부산_금정,4
29562,부산_기장군,5
29563,부산_남구,15
29564,부산_동구,11
29565,부산_동래,26
29566,부산_부산진,100
29567,부산_북구,16
29568,부산_사상,19
29569,부산_사하,15
29570,부산_서구,5
29571,부산_수영,6
29572,부산_연제,13
29573,부산_영도,2
29574,부산_중구,14
29575,부산_해운대,10
29576,부천,29
29577,서산,5
29578,서울_강남,72
29579,서울_강동,20
29580,서울_강북,6
29581,서울_강서,5
29582,서울_관악,9
29583,서울_광진,7
29584,서울_구로,11
29585,서울_금천,5
29586,서울_노원,3
29587,서울_도봉,14
29588,서울_동대문,22
29589,서울_동작,23
29590,서울_마포,10
29591,서울_서대문,6
29592,서울_서초,20
29593,서울_성동,11
29594,서울_성북,4
29595,서울_송파,22
29596,서울_양천,6
29597,서울_영등포,6
29598,서울_용산,2
29599,서울_은평,7
29600,서울_종로,2
29601,서울_중구,28
29602,서울_중랑,14
29603,성남,26
29604,수원,32
29605,순천,6
29606,시흥,7
29607,아산,2
29608,안동,1
29609,안산,23
29610,안양,19
29611,양산,6
29612,여수,6
29613,용인,15
29614,울산_남구,10
29615,울산_동구,0
29616,울산_북구,2
29617,울산_울주군,1
29618,울산_중구,0
29619,원주,11
29620,의정부,5
29621,이천,1
29622,익산,3
29623,인천_강화군,1
29624,인천_계양,2
29625,인천_남동,6
29626,인천_동구,0
29627,인천_미추홀,13
29628,인천_부평,7
29629,인천_서구,5
29630,인천_연수,7
29631,인천_옹진군,1
29632,인천_중구,4
29633,전주,13
29634,정읍,0
29635,제주,12
29636,제천,1
29637,진주,40
29638,창원,39
29639,천안,15
29640,청주,16
29641,춘천,27
29642,충주,11
29643,파주,1
29644,평택,12
29645,포항,6
29646,강릉,34
29647,거제,50
29648,경산,19
29649,경주,72
29650,고양,192
29651,광명,65
29652,광주_광산,109
29653,광주_남구,22
29654,광주_동구,22
29655,광주_북구,66
29656,광주_서구,49
29657,구리,49
29658,구미,115
29659,군산,43
29660,군포,48
29661,기타 도시,1772
29662,김천,136
29663,김해,148
29664,남양주,130
29665,논산,47
29666,대구_남구,28
29667,대구_달서,80
29668,대구_달성군,51
29669,대구_동구,72
29670,대구_북구,120
29671,대구_서구,41
29672,대구_수성,77
29673,대구_중구,14
29674,대전_대덕,94
29675,대전_동구,36
29676,대전_서구,51
29677,대전_유성,82
29678,대전_중구,37
29679,도시이외,1342
29680,목포,21
29681,범죄분류,도로교통법
29682,부산_강서,62
29683,부산_금정,75
29684,부산_기장군,47
29685,부산_남구,97
29686,부산_동구,78
29687,부산_동래,81
29688,부산_부산진,89
29689,부산_북구,35
29690,부산_사상,98
29691,부산_사하,77
29692,부산_서구,37
29693,부산_수영,62
29694,부산_연제,57
29695,부산_영도,16
29696,부산_중구,37
29697,부산_해운대,129
29698,부천,138
29699,서산,41
29700,서울_강남,264
29701,서울_강동,61
29702,서울_강북,40
29703,서울_강서,61
29704,서울_관악,55
29705,서울_광진,147
29706,서울_구로,60
29707,서울_금천,94
29708,서울_노원,95
29709,서울_도봉,26
29710,서울_동대문,47
29711,서울_동작,60
29712,서울_마포,104
29713,서울_서대문,57
29714,서울_서초,186
29715,서울_성동,123
29716,서울_성북,102
29717,서울_송파,105
29718,서울_양천,101
29719,서울_영등포,175
29720,서울_용산,132
29721,서울_은평,75
29722,서울_종로,39
29723,서울_중구,27
29724,서울_중랑,64
29725,성남,300
29726,수원,300
29727,순천,34
29728,시흥,238
29729,아산,72
29730,안동,21
29731,안산,168
29732,안양,106
29733,양산,115
29734,여수,45
29735,용인,302
29736,울산_남구,66
29737,울산_동구,43
29738,울산_북구,39
29739,울산_울주군,170
29740,울산_중구,43
29741,원주,185
29742,의정부,126
29743,이천,114
29744,익산,83
29745,인천_강화군,15
29746,인천_계양,46
29747,인천_남동,125
29748,인천_동구,56
29749,인천_미추홀,189
29750,인천_부평,95
29751,인천_서구,196
29752,인천_연수,29
29753,인천_옹진군,4
29754,인천_중구,153
29755,전주,104
29756,정읍,24
29757,제주,176
29758,제천,37
29759,진주,42
29760,창원,213
29761,천안,167
29762,청주,233
29763,춘천,81
29764,충주,63
29765,파주,91
29766,평택,240
29767,포항,119
29768,강릉,106
29769,거제,85
29770,경산,194
29771,경주,126
29772,고양,181
29773,광명,149
29774,광주_광산,167
29775,광주_남구,63
29776,광주_동구,137
29777,광주_북구,229
29778,광주_서구,155
29779,구리,82
29780,구미,288
29781,군산,129
29782,군포,71
29783,기타 도시,2732
29784,김천,211
29785,김해,282
29786,남양주,374
29787,논산,39
29788,대구_남구,50
29789,대구_달서,221
29790,대구_달성군,66
29791,대구_동구,128
29792,대구_북구,235
29793,대구_서구,266
29794,대구_수성,129
29795,대구_중구,65
29796,대전_대덕,106
29797,대전_동구,61
29798,대전_서구,69
29799,대전_유성,66
29800,대전_중구,89
29801,도시이외,2448
29802,목포,92
29803,범죄분류,도로교통법(무면허운전)
29804,부산_강서,51
29805,부산_금정,58
29806,부산_기장군,69
29807,부산_남구,100
29808,부산_동구,45
29809,부산_동래,63
29810,부산_부산진,182
29811,부산_북구,49
29812,부산_사상,71
29813,부산_사하,92
29814,부산_서구,28
29815,부산_수영,80
29816,부산_연제,74
29817,부산_영도,43
29818,부산_중구,36
29819,부산_해운대,168
29820,부천,442
29821,서산,81
29822,서울_강남,444
29823,서울_강동,64
29824,서울_강북,100
29825,서울_강서,175
29826,서울_관악,409
29827,서울_광진,150
29828,서울_구로,89
29829,서울_금천,287
29830,서울_노원,183
29831,서울_도봉,46
29832,서울_동대문,165
29833,서울_동작,70
29834,서울_마포,259
29835,서울_서대문,96
29836,서울_서초,243
29837,서울_성동,142
29838,서울_성북,120
29839,서울_송파,190
29840,서울_양천,119
29841,서울_영등포,186
29842,서울_용산,137
29843,서울_은평,134
29844,서울_종로,278
29845,서울_중구,169
29846,서울_중랑,137
29847,성남,358
29848,수원,787
29849,순천,112
29850,시흥,284
29851,아산,232
29852,안동,47
29853,안산,530
29854,안양,261
29855,양산,147
29856,여수,121
29857,용인,308
29858,울산_남구,131
29859,울산_동구,68
29860,울산_북구,51
29861,울산_울주군,88
29862,울산_중구,91
29863,원주,126
29864,의정부,199
29865,이천,186
29866,익산,79
29867,인천_강화군,32
29868,인천_계양,90
29869,인천_남동,161
29870,인천_동구,18
29871,인천_미추홀,189
29872,인천_부평,258
29873,인천_서구,223
29874,인천_연수,65
29875,인천_옹진군,10
29876,인천_중구,79
29877,전주,128
29878,정읍,39
29879,제주,355
29880,제천,48
29881,진주,119
29882,창원,380
29883,천안,291
29884,청주,603
29885,춘천,129
29886,충주,118
29887,파주,180
29888,평택,437
29889,포항,267
29890,강릉,33
29891,거제,90
29892,경산,15
29893,경주,92
29894,고양,504
29895,광명,78
29896,광주_광산,244
29897,광주_남구,69
29898,광주_동구,22
29899,광주_북구,178
29900,광주_서구,123
29901,구리,24
29902,구미,194
29903,군산,38
29904,군포,24
29905,기타 도시,2341
29906,김천,127
29907,김해,162
29908,남양주,62
29909,논산,35
29910,대구_남구,35
29911,대구_달서,264
29912,대구_달성군,95
29913,대구_동구,187
29914,대구_북구,122
29915,대구_서구,77
29916,대구_수성,75
29917,대구_중구,29
29918,대전_대덕,20
29919,대전_동구,34
29920,대전_서구,20
29921,대전_유성,57
29922,대전_중구,30
29923,도시이외,1485
29924,목포,123
29925,범죄분류,도로교통법(사고후미조치)
29926,부산_강서,35
29927,부산_금정,28
29928,부산_기장군,17
29929,부산_남구,60
29930,부산_동구,15
29931,부산_동래,32
29932,부산_부산진,36
29933,부산_북구,3
29934,부산_사상,18
29935,부산_사하,14
29936,부산_서구,8
29937,부산_수영,56
29938,부산_연제,6
29939,부산_영도,4
29940,부산_중구,2
29941,부산_해운대,38
29942,부천,244
29943,서산,23
29944,서울_강남,139
29945,서울_강동,21
29946,서울_강북,20
29947,서울_강서,66
29948,서울_관악,48
29949,서울_광진,30
29950,서울_구로,44
29951,서울_금천,52
29952,서울_노원,32
29953,서울_도봉,22
29954,서울_동대문,40
29955,서울_동작,34
29956,서울_마포,50
29957,서울_서대문,4
29958,서울_서초,157
29959,서울_성동,21
29960,서울_성북,59
29961,서울_송파,34
29962,서울_양천,14
29963,서울_영등포,45
29964,서울_용산,74
29965,서울_은평,30
29966,서울_종로,24
29967,서울_중구,87
29968,서울_중랑,24
29969,성남,219
29970,수원,374
29971,순천,76
29972,시흥,404
29973,아산,104
29974,안동,56
29975,안산,413
29976,안양,88
29977,양산,84
29978,여수,211
29979,용인,421
29980,울산_남구,148
29981,울산_동구,69
29982,울산_북구,100
29983,울산_울주군,99
29984,울산_중구,115
29985,원주,302
29986,의정부,31
29987,이천,109
29988,익산,86
29989,인천_강화군,12
29990,인천_계양,94
29991,인천_남동,130
29992,인천_동구,10
29993,인천_미추홀,83
29994,인천_부평,101
29995,인천_서구,119
29996,인천_연수,37
29997,인천_옹진군,8
29998,인천_중구,39
29999,전주,214
30000,정읍,28
30001,제주,355
30002,제천,40
30003,진주,39
30004,창원,184
30005,천안,599
30006,청주,206
30007,춘천,86
30008,충주,68
30009,파주,112
30010,평택,162
30011,포항,88
30012,강릉,590
30013,거제,978
30014,경산,674
30015,경주,860
30016,고양,2460
30017,광명,780
30018,광주_광산,1360
30019,광주_남구,423
30020,광주_동구,316
30021,광주_북구,1399
30022,광주_서구,1192
30023,구리,635
30024,구미,1758
30025,군산,836
30026,군포,452
30027,기타 도시,16626
30028,김천,345
30029,김해,1935
30030,남양주,1341
30031,논산,345
30032,대구_남구,404
30033,대구_달서,1560
30034,대구_달성군,441
30035,대구_동구,987
30036,대구_북구,1088
30037,대구_서구,716
30038,대구_수성,1264
30039,대구_중구,460
30040,대전_대덕,525
30041,대전_동구,483
30042,대전_서구,1166
30043,대전_유성,672
30044,대전_중구,494
30045,도시이외,10256
30046,목포,757
30047,범죄분류,도로교통법(음주운전)
30048,부산_강서,415
30049,부산_금정,493
30050,부산_기장군,639
30051,부산_남구,494
30052,부산_동구,366
30053,부산_동래,858
30054,부산_부산진,927
30055,부산_북구,842
30056,부산_사상,442
30057,부산_사하,484
30058,부산_서구,281
30059,부산_수영,299
30060,부산_연제,295
30061,부산_영도,355
30062,부산_중구,462
30063,부산_해운대,931
30064,부천,2907
30065,서산,550
30066,서울_강남,1809
30067,서울_강동,480
30068,서울_강북,353
30069,서울_강서,1367
30070,서울_관악,765
30071,서울_광진,717
30072,서울_구로,412
30073,서울_금천,328
30074,서울_노원,474
30075,서울_도봉,271
30076,서울_동대문,328
30077,서울_동작,350
30078,서울_마포,957
30079,서울_서대문,322
30080,서울_서초,848
30081,서울_성동,411
30082,서울_성북,428
30083,서울_송파,932
30084,서울_양천,520
30085,서울_영등포,985
30086,서울_용산,616
30087,서울_은평,647
30088,서울_종로,293
30089,서울_중구,300
30090,서울_중랑,446
30091,성남,2594
30092,수원,4358
